code               ,area      ,cost        ,address                                                                                                                                                                                                                                  ,coordinates
28:10:013001:398   ,  44700.0 , 3755346.38 ,"Амурская обл, р-н Благовещенский"                                                                                                                                                                                                       ,"[[[[50.36272690418894, 127.44833512876441]]]]"
28:10:013001:1972  ,   1500.0 ,   95112.65 ,"Амурская обл., Благовещенский р-н."                                                                                                                                                                                                     ,"[[[[50.362980566761564, 127.44029708181559]]]]"
28:10:013001:1942  ,    626.0 ,   50573.75 ,"Амурская обл., Благовещенский р-н., снт ""Домостроитель"""                                                                                                                                                                              ,"[[[[50.304611756025544, 127.4248428441404]]]]"
28:10:013001:1824  ,   1417.0 ,   94122.08 ,"Амурская обл., Благовещенский р-н., Чигиринский с/с"                                                                                                                                                                                    ,"[[[[50.36359218595981, 127.42277089495336]]]]"
28:10:013001:182   ,  76970.0 ,  247843.4  ,"Амурская область, р-н Благовещенский, с Чигири"                                                                                                                                                                                         ,"[[[[50.37588935360468, 127.43163443451299]]]]"
28:10:013001:1528  ,   1179.0 ,   85819.91 ,"Амурская область, р-н Благовещенский"                                                                                                                                                                                                   ,"[[[[50.36111664674, 127.45042099820583]]]]"
28:10:013001:1394  ,   1999.0 ,  397562.63 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40020662122331, 127.40758780076355]]]]"
28:10:013001:1393  ,   1974.0 ,  392605.81 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40045484148633, 127.407987224441]]]]"
28:10:013001:1375  ,    984.0 ,  195473.47 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.39952901988029, 127.40445603569461]]]]"
28:10:013001:1375  ,    984.0 ,  195473.47 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.39952901988029, 127.40445603569461]]]]"
28:10:013001:1362  ,   1280.0 ,  254346.83 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.4020761096076, 127.40811798170974]]]]"
28:10:013001:1361  ,    985.0 ,  195715.44 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.401868068488845, 127.40775127799625]]]]"
28:10:013001:1336  ,   1146.0 ,  227487.36 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40102841044955, 127.40458850901993]]]]"
28:10:013001:1284  ,    990.0 ,  196112.29 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40163775856311, 127.4008383122324]]]]"
28:10:013001:1261  ,    990.0 ,  196009.86 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.4025055841238, 127.40073365771592]]]]"
28:10:013001:1254  ,   1168.0 ,  231231.94 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40390293532615, 127.40221266657531]]]]"
28:10:013001:1252  ,    990.0 ,  195974.85 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40352098365757, 127.4015640169512]]]]"
28:10:013001:1248  ,    990.0 ,  195942.35 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40278964054293, 127.40032353112193]]]]"
28:10:013001:1246  ,    990.0 ,  195925.61 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.40242395217841, 127.39970318530192]]]]"
28:10:013001:1237  ,    990.0 ,  195914.98 ,"Амурская область, р-н Благовещенский, с/с Чигиринский, п Вадимово"                                                                                                                                                                      ,"[[[[50.4035561641848, 127.4009390875683]]]]"
28:10:013001:1075  ,   1000.0 ,  199170.4  ,"Амурская область, муниципальный округ Благовещенский, поселок Вадимово, улица Светлая, земельный участок 26"                                                                                                                            ,"[[[[50.40104076567761, 127.41201476285357]]]]"
28:10:012006:325   ,  55000.0 ,  190850.0  ,"Амурская область, Благовещенский р-н"                                                                                                                                                                                                   ,"[[[[50.25587562824721, 127.64410006229194]]]]"
28:10:009006:89    ,   1430.0 ,  302433.19 ,"Амурская обл, р-н Благовещенский, с Новотроицкое"                                                                                                                                                                                       ,"[[[[50.49898471473666, 127.53912391618623]]]]"
28:10:009006:474   ,   1514.0 ,  320146.63 ,"Амурская обл., Благовещенский р-н., с. Новотроицкое"                                                                                                                                                                                    ,"[[[[50.4975331688686, 127.5375043475801]]]]"
28:10:009006:135   ,   2000.0 ,  426738.79 ,"Амурская обл, р-н Благовещенский, с Новотроицкое"                                                                                                                                                                                       ,"[[[[50.50383781638589, 127.56797942623656]]]]"
28:10:009006:133   ,   2000.0 ,  426738.12 ,"Амурская область, р-н Благовещенский, с Новотроицкое"                                                                                                                                                                                   ,"[[[[50.503596541432344, 127.56772987191073]]]]"
28:10:009005:905   ,   1491.0 ,  312699.15 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.40506884179497, 127.53437670528231]]]]"
28:10:009005:899   ,   1519.0 ,  318773.43 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.40409215226019, 127.53338067786369]]]]"
28:10:009005:898   ,   1511.0 ,  317026.77 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.40436006540628, 127.53345828166074]]]]"
28:10:009005:891   ,   1516.0 ,  318215.53 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.40356359843033, 127.53230780067665]]]]"
28:10:009005:884   ,   1648.0 ,  346000.68 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.403115699191716, 127.5314620724979]]]]"
28:10:009005:793   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:009005:752   ,   2000.0 ,  437620.0  ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Новотроицкое"                                                                                                                                                                 ,"[[[[50.49147732720249, 127.54507872663285]]]]"
28:10:009005:718   ,   2000.0 ,  422365.65 ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Новотроицкое"                                                                                                                                                                 ,"[[[[50.494574865404736, 127.53153630982257]]]]"
28:10:009005:702   ,   1507.0 ,  316761.7  ,"Амурская область, р-н Благовещенский, с/с Новотроицкий, с Кантон-Коммуна"                                                                                                                                                               ,"[[[[50.40397108217446, 127.54109906563843]]]]"
28:10:009005:350   ,    985.0 ,  205858.76 ,"Амурская область, муниципальный район Благовещенский, сельское поселение Новотроицкий сельсовет, село Кантон-Коммуна, улица Высокая, земельный участок 28"                                                                              ,"[[[[50.410030586638435, 127.53888362838137]]]]"
28:10:009005:269   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:009005:206   ,   1513.0 ,  317805.77 ,"Амурская область, р-н Благовещенский, с Кантон-Коммуна"                                                                                                                                                                                 ,"[[[[50.40460849944637, 127.54039530895751]]]]"
28:10:009005:1413  ,   1200.0 ,  250510.0  ,"Амурская область, Благовещенский р-н., с. Кантон-Коммуна"                                                                                                                                                                               ,"[[[[50.40714563118067, 127.52141914050857]]]]"
28:10:009005:1315  ,   1487.0 ,  310199.75 ,"Амурская область, муниципальный район Благовещенский, сельское поселение Новотроицкий сельсовет, село Кантон-Коммуна"                                                                                                                   ,"[[[[50.40811767952261, 127.52167858527713]]]]"
28:10:009004:33    ,  10000.0 ,   20327.4  ,"Амурская область, Благовещенский район"                                                                                                                                                                                                 ,"[[[[50.478876308647486, 127.5678387119223]]]]"
28:10:008009:362   ,   9992.0 ,   34772.16 ,"Амурская обл., Благовещенский р-н., Новопетровский с/с"                                                                                                                                                                                 ,"[[[[50.670950925079765, 127.70635391075525]]]]"
28:10:008008:644   ,  19045.0 , 3326422.32 ,"Амурская обл., Благовещенский р-н., с. Новопетровка"                                                                                                                                                                                    ,"[[[[50.79741664687826, 127.75409912572937]]]]"
28:10:008007:16    ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:005003:391   ,   1283.0 ,  255882.48 ,"Амурская область обл., Благовещенский р-н., с. Марково"                                                                                                                                                                                 ,"[[[[50.55049964603396, 127.38192112567262]]]]"
28:10:005003:216   ,   2237.0 ,  446520.61 ,"Амурская область, р-н Благовещенский, с Марково"                                                                                                                                                                                        ,"[[[[50.551910241552676, 127.38504409296496]]]]"
28:10:002004:793   ,   1137.0 ,  134861.65 ,"Амурская обл., Благовещенский р-н., Усть-Ивановский с/с, с. Владимировка"                                                                                                                                                               ,"[[[[50.298034206952316, 127.6258375442046]]]]"
28:10:002004:481   ,   1283.0 ,  298068.79 ,"Амурская область, Благовещенский р-н, с. Владимировка"                                                                                                                                                                                  ,"[[[[50.29839180232349, 127.62531052983206]]]]"
28:10:002004:370   ,   1500.0 ,  365188.86 ,"Амурская обл, р-н Благовещенский, с Усть-Ивановка"                                                                                                                                                                                      ,"[[[[50.318584266701414, 127.7241646922118]]]]"
28:10:002004:115   ,   1500.0 ,  365768.88 ,"Амурская область, р-н. Благовещенский, с. Усть-Ивановка"                                                                                                                                                                                ,"[[[[50.31623151839691, 127.7211466179061]]]]"
28:10:002003:804   ,  54222.0 , 5134021.75 ,"Амурская обл., Благовещенский р-н, Волковский с/с"                                                                                                                                                                                      ,"[[[[50.298491240732865, 127.7850118403002]]]]"
28:10:002003:674   ,   3000.0 ,  785377.61 ,"Амурская область, р-н Благовещенский, с/с Волковский, с Волково"                                                                                                                                                                        ,"[[[[50.25594045941469, 127.77495966862429]]]]"
28:10:002003:613   ,   1147.0 ,  300129.22 ,"Амурская область, р-н Благовещенский, с/с Волковский, с Волково"                                                                                                                                                                        ,"[[[[50.255504259233895, 127.77561797267524]]]]"
28:10:002003:597   ,   1607.0 ,  312771.54 ,"Амурская область, р-н Благовещенский, с/с Волковский"                                                                                                                                                                                   ,"[[[[50.25733174368453, 127.77646881832888]]]]"
28:10:002003:571   ,   3000.0 ,  509094.57 ,"Амурская область, р-н Благовещенский, с/с Волковский"                                                                                                                                                                                   ,"[[[[50.2578580779353, 127.7754452597761]]]]"
28:10:002003:513   ,    800.0 ,  209932.56 ,                                                                                                                                                                                                                                         ,"[[[[50.26381150803202, 127.76989763727612]]]]"
28:10:002003:39    ,   1500.0 ,  387151.21 ,"Амурская область, р-н Благовещенский, с Волково"                                                                                                                                                                                        ,"[[[[50.254169187086106, 127.79695469790197]]]]"
28:10:002003:38    ,   1500.0 ,  387189.44 ,"Амурская область, р-н Благовещенский, с Волково"                                                                                                                                                                                        ,"[[[[50.2543079135946, 127.79659395697973]]]]"
28:10:000000:6134  ,    600.0 ,   48473.24 ,"Амурская обл., Благовещенский р-н."                                                                                                                                                                                                     ,[]
28:10:000000:5983  ,   3000.0 , 3075032.14 ,"Амурская обл., Благовещенский р-н., с. Чигири"                                                                                                                                                                                          ,"[[[[50.35089183937389, 127.53924168537068]]]]"
28:10:000000:5789  ,  11084.0 ,   27377.48 ,"Амурская область, р-н Благовещенский"                                                                                                                                                                                                   ,"[[[[50.2974500376328, 127.75722119984404]]]]"
28:10:000000:5788  ,  11085.0 ,   27379.95 ,"Амурская область, р-н Благовещенский"                                                                                                                                                                                                   ,"[[[[50.296540464494754, 127.75636962318012]]]]"
28:10:000000:4533  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:000000:2627  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:10:000000:213   ,   1960.0 ,  456527.94 ,"Амурская область обл., Благовещенский р-н., с. Владимировка, район с/т Благовещенского речного училища р-н старой Владимировки"                                                                                                         ,"[[[[50.305075886793034, 127.62411512800277]]]]"
28:013001:1250     ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:200019:12    ,   1248.0 , 1393506.31 ,"Амурская обл, г Благовещенск, ул Театральная, д 430"                                                                                                                                                                                    ,"[[[[50.34103964306639, 127.58330553276538]]]]"
28:01:170065:42    ,    851.0 ,  404763.97 ,"Амурская область, г Благовещенск, с/т ""Черёмушки-1"", падь Юдина"                                                                                                                                                                      ,"[[[[50.29282393497432, 127.47199525156637]]]]"
28:01:110253:30    ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:110136:400   ,   3078.0 , 3243920.33 ,"Амурская область, городской округ город Благовещенск, город Благовещенск, улица Промышленная, земельный участок 31/15"                                                                                                                  ,"[[[[50.29305116943952, 127.48520825327988]]]]"
28:01:110135:9     ,   1096.0 ,  473578.59 ,"Амурская область, г Благовещенск, район Игнатьевского склона, с/т ""Урожай"" Колхозного рынка"                                                                                                                                          ,"[[[[50.287455788196986, 127.48285962003627]]]]"
28:01:110131:2     ,   1091.0 ,  469120.13 ,"Амурская область, г Благовещенск, с/о Школы рабочей молодежи № 1"                                                                                                                                                                       ,"[[[[50.2934413468276, 127.48186475690422]]]]"
28:01:110130:370   ,   1279.0 ,  499919.85 ,                                                                                                                                                                                                                                         ,"[[[[50.294410031950285, 127.48406242572105]]]]"
28:01:110129:64    ,    728.0 ,  366085.23 ,"Амурская область, г Благовещенск, снт Дружба -2"" УМС №1 Амурсельстрой, район Игнатьевского склона"                                                                                                                                     ,"[[[[50.29691286143342, 127.48797666182568]]]]"
28:01:110128:146   ,    806.0 ,  381603.78 ,"земельный участок расположен в юго-западной части кадастрового квартала, граница которого проходит по контуру с/о Автохозяйство управления торговли, Игнатьевский склон"                                                                ,"[[[[50.29942184923833, 127.48224799753923]]]]"
28:01:110127:174   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:110127:165   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:110127:0155  ,    653.0 ,  342544.04 ,"Амурская область, г Благовещенск, снт Дружба, работников УМС №1 ""Амурсельстрой"" район Молокозавода, дело 242"                                                                                                                         ,"[[[[50.297516814223165, 127.48852710381031]]]]"
28:01:110127:0155  ,    653.0 ,  342544.04 ,"Амурская область, г Благовещенск, снт Дружба, работников УМС №1 ""Амурсельстрой"" район Молокозавода, дело 242"                                                                                                                         ,"[[[[50.297516814223165, 127.48852710381031]]]]"
28:01:110125:28    ,   1027.0 ,  457240.14 ,"Амурская область, г Благовещенск, снт Родник"                                                                                                                                                                                           ,"[[[[50.301336070541765, 127.48431810710792]]]]"
28:01:110124:70    ,    909.0 ,  430174.45 ,"Амурская область, г. Благовещенск, с/т Мебельной фабрики, падь Карантинная"                                                                                                                                                             ,"[[[[50.285538276405916, 127.47380975233428]]]]"
28:01:110123:11    ,    600.0 ,  326851.71 ,"Амурская обл, г Благовещенск, В Свидетельстве определено следующее местоположение земельного участка: р-н с. Верхнеблаговещенское, с/т ""Вишенка"" бывшего Госбанка"                                                                    ,[]
28:01:110114:117   ,    621.0 ,  338924.99 ,"Амурская область, г Благовещенск, с/т Мебельной фабрики, Карантинная падь"                                                                                                                                                              ,"[[[[50.290345227392244, 127.4754381665508]]]]"
28:01:110114:10    ,    637.0 ,  344430.79 ,"земельный участок расположен в северной части кадастрового квартала, граница которого проходит по контуру с/т Мебельной фабрики, падь Карантинная. (дело 129)"                                                                          ,"[[[[50.29044823254907, 127.47495029294771]]]]"
28:01:110101:10    ,   1301.0 ,  519285.4  ,"Амурская область, г Благовещенск, с/т ""Клубничка"" городской роддом"                                                                                                                                                                   ,"[[[[50.29005321222061, 127.47139075569007]]]]"
28:01:110091:8     ,    563.0 ,  300552.96 ,"земельный участок расположен в северо-восточной части кадастрового квартала, граница которого проходит по  с/т электроаппаратного завода, дело  №200"                                                                                   ,"[[[[50.29493544781103, 127.47526229047652]]]]"
28:01:110090:3     ,    939.0 ,  424389.11 ,"Амурская область, г Благовещенск, с/т ""Юрист"""                                                                                                                                                                                        ,"[[[[50.29601745692798, 127.47761532162212]]]]"
28:01:110089:12    ,    754.0 ,  366341.4  ,"Амурская область, г Благовещенск, с/т Пивоваренного завода"                                                                                                                                                                             ,"[[[[50.29702628325236, 127.47918771821563]]]]"
28:01:110088:20    ,    718.0 ,  354562.34 ,"Амурская область, г Благовещенск, с/т ПМК-1 треста ""Дальсвязьстрой"""                                                                                                                                                                  ,"[[[[50.29666473331084, 127.4780155307664]]]]"
28:01:110078:7     ,    661.0 ,  338026.13 ,"Амурская область, г Благовещенск, с/т ""Охранник""- взвод охраны УВД  район Радиоцентра."                                                                                                                                               ,"[[[[50.32610563081973, 127.47018829744302]]]]"
28:01:110077:35    ,    850.0 ,  398138.15 ,"Амурская область, г Благовещенск, снт Березка, 4 км. Игнатьевского шоссе"                                                                                                                                                               ,"[[[[50.325798905403154, 127.46937434848817]]]]"
28:01:110075:69    ,    631.0 ,  316262.51 ,"Амурская область, г Благовещенск, с/т ""Зея"", район 4 км Игнатьевского шоссе"                                                                                                                                                          ,"[[[[50.33048956739508, 127.46677485423211]]]]"
28:01:110075:6     ,    839.0 ,  352037.32 ,"Амурская область, г Благовещенск, ш Игнатьевское, 7 км, с/т ""Зея"" Кондитерская фабрика"                                                                                                                                               ,"[[[[50.347989080812944, 127.45828286142108]]]]"
28:01:110074:72    ,    778.0 ,  349906.36 ,"Амурская область, г Благовещенск, с/т ""Сосновый бор"", участок 21"                                                                                                                                                                     ,"[[[[50.33409754090634, 127.46688904509229]]]]"
28:01:110064:9     ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:110042:31    ,    612.0 ,  238192.09 ,"Амурская область, г Благовещенск, с/т ""Родничок"" института ""АмурТИСИз"", с. Верхнеблаговещенское"                                                                                                                                    ,"[[[[50.323981681844735, 127.44151560733391]]]]"
28:01:110042:30    ,    597.0 ,  234276.99 ,"Амурская область, г Благовещенск, с/т ""Родничок"" института ""АмурТИСИз""  В. Благовещенск"                                                                                                                                            ,"[[[[50.32412660483138, 127.44167650428034]]]]"
28:01:110040:26    ,    810.0 ,  300794.54 ,"Амурская область, г Благовещенск, снт Буревестник"                                                                                                                                                                                      ,"[[[[50.323910545989094, 127.44492501749912]]]]"
28:01:110039:6     ,    700.0 ,  279965.63 ,"В Свидетельстве на право собственности на землю №473 от 22.05.1998г. приведено следующее местоположение земельного участка: с/т ""Связист"" областного управления связи, район пади Бакшеиха"                                           ,"[[[[50.32564521369145, 127.44733103377148]]]]"
28:01:110029:22    ,    788.0 ,  340756.82 ,"Амурская область, г Благовещенск, с/т ""Солнечный"" объединения Амуроблгаза, район 5-го км Игнатьевского шоссе"                                                                                                                         ,"[[[[50.34454109082251, 127.45992892841271]]]]"
28:01:110025:4     ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:110017:66    ,    537.0 ,  256621.66 ,"земельный участок расположен в восточной части кадастрового квартала, граница которого проходит по с/т Кондитер"" кондитерской фабрики ""Зея"", Игнатьевское шоссе 6 км."                                                               ,"[[[[50.347174573513236, 127.4582396986238]]]]"
28:01:110011:6     ,    520.0 ,  232277.52 ,"земельный участок расположен в восточной части кадастрового квартала, граница которого проходит по контуру с/т ""Медик"""                                                                                                               ,"[[[[50.35293664408258, 127.45576109416919]]]]"
28:01:110005:4     ,    977.0 ,  353352.04 ,"Амурская область, г Благовещенск, район 7-го км Игнатьевского шоссе, с/т ""Заоражье""  Весоремонтного завода"                                                                                                                           ,"[[[[50.35765109806922, 127.45087663207813]]]]"
28:01:101001:1386  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:100005:998   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:100005:990   ,    318.0 ,  443373.96 ,"Амурская область, г Благовещенск, с Плодопитомник"                                                                                                                                                                                      ,"[[[[50.30800889231259, 127.48551933589393]]]]"
28:01:100005:582   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:100005:450   ,     29.0 ,   93994.47 ,"Амурская обл, г Благовещенск, с Плодопитомник"                                                                                                                                                                                          ,"[[[[50.309127198841445, 127.48698889865155]]]]"
28:01:100005:301   ,    660.0 ,  367515.01 ,"Амурская обл, г Благовещенск, с.Плодопитомник"                                                                                                                                                                                          ,"[[[[50.31041018926256, 127.4854459470401]]]]"
28:01:100005:217   ,     24.0 ,   77852.26 ,"Амурская область, г Благовещенск, с Плодопитомник"                                                                                                                                                                                      ,"[[[[50.30899352826867, 127.48702871599531]]]]"
28:01:100005:172   ,     35.0 ,  112932.33 ,"Амурская область, г Благовещенск, с Плодопитомник"                                                                                                                                                                                      ,"[[[[50.3109717378841, 127.48979636448917]]]]"
28:01:100005:130   ,     30.0 ,   97527.01 ,"земельный участок расположен в северо-западной части кадастрового квартала, граница которого проходит по контуру квартала  г. Благовещенск (с. Плодопитомник жилая зона)"                                                               ,"[[[[50.30881030771368, 127.48752340575045]]]]"
28:01:100004:475   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:100004:454   ,    969.0 ,  459406.23 ,"Амурская область, г Благовещенск"                                                                                                                                                                                                       ,"[[[[50.31622822654943, 127.48489101996209]]]]"
28:01:100004:35    ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:100004:311   ,   1400.0 ,  546915.27 ,"Амурская область, г.Благовещенск, с.Плодопитомник, с/т ""Мичуринец"""                                                                                                                                                                   ,"[[[[50.31406008180524, 127.48424649496208]]]]"
28:01:100004:256   ,    630.0 ,  347817.75 ,"Амурская область, г Благовещенск"                                                                                                                                                                                                       ,"[[[[50.3137204677395, 127.48562799507667]]]]"
28:01:100003:119   ,   2089.0 , 1949859.48 ,"Амурская обл, г Благовещенск, с Плодопитомник"                                                                                                                                                                                          ,"[[[[50.3137104405965, 127.48848845598485]]]]"
28:01:100002:717   ,    814.0 ,  770621.23 ,"Амурская область, г. Благовещенск"                                                                                                                                                                                                      ,"[[[[50.31366590529852, 127.49625440613808]]]]"
28:01:100002:702   ,    882.0 ,  832156.18 ,"Амурская обл., г. Благовещенск, с. Плодопитомник"                                                                                                                                                                                       ,"[[[[50.31418679781859, 127.49581624009484]]]]"
28:01:100002:697   ,   2000.0 , 1838679.43 ,"Амурская обл., г. Благовещенск, с. Плодопитомник"                                                                                                                                                                                       ,"[[[[50.31548317232892, 127.4947260450359]]]]"
28:01:100002:696   ,   1002.0 ,  901355.76 ,"Амурская обл., г. Благовещенск, с. Плодопитомник"                                                                                                                                                                                       ,"[[[[50.31584534863295, 127.49441348863847]]]]"
28:01:090007:28    ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:090005:364   ,    800.0 , 1083208.88 ,"Амурская область, г Благовещенск, с Садовое, ул Октябрьская"                                                                                                                                                                            ,"[[[[50.34500016087398, 127.5727656824868]]]]"
28:01:090003:3     ,    436.0 ,  586037.86 ,"Амурская область, г Благовещенск, с Садовое, ул Полевая, д 3, кв 2"                                                                                                                                                                     ,"[[[[50.34573391009106, 127.57586366974446]]]]"
28:01:030007:1282  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:030003:811   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:030003:5214  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:030003:5199  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:030003:283   ,   3660.0 , 3893998.36 ,"Амурская область, г Благовещенск, ЗПУ-2"                                                                                                                                                                                                ,"[[[[50.29828630159985, 127.49517967425913]]]]"
28:01:030003:1562  ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:030002:491   ,     27.0 ,   91606.83 ,"Амурская обл, г Благовещенск, ЗПУ-А1"                                                                                                                                                                                                   ,"[[[[50.302754593002305, 127.49129600988698]]]]"
28:01:030002:0225  ,   1239.0 , 1585007.44 ,"Амурская обл, г Благовещенск, земельный участок расположен в северо-западной части кадастрового квартала, граница которого проходит по ул.Дорожников - ул.Нагорная(объезд) - проезд (ЗПУ-А1)"                                           ,"[[[[50.30553250990166, 127.48905245704718]]]]"
28:01:030001:0002  ,     61.0 ,  201361.94 ,"Амурская область, г Благовещенск"                                                                                                                                                                                                       ,"[[[[50.305931092889466, 127.48711069533793]]]]"
28:01:020519:171   ,    837.0 ,  696960.17 ,"Амурская обл., г. Благовещенск"                                                                                                                                                                                                         ,"[[[[50.33712694558772, 127.57107816147632]]]]"
28:01:020515:41    ,   1037.0 ,  876349.1  ,"Амурская область, г Благовещенск,  квартал 515"                                                                                                                                                                                         ,"[[[[50.334851694042825, 127.56963205066471]]]]"
28:01:020515:38    ,   1026.0 ,  867602.39 ,"Амурская область, г Благовещенск,  квартал 515"                                                                                                                                                                                         ,"[[[[50.334565505724896, 127.57041697619881]]]]"
28:01:020385:473   ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:020004:539   ,   1000.0 ,  898046.86 ,"Амурская область, г Благовещенск, квартал СПУ - 5"                                                                                                                                                                                      ,"[[[[50.327611638867296, 127.54208946256661]]]]"
28:01:020004:455   ,   1000.0 ,  885494.51 ,"Амурская область, г Благовещенск, квартал СПУ-5"                                                                                                                                                                                        ,"[[[[50.33016974600531, 127.5395537957273]]]]"
28:01:020004:296   ,   1002.0 ,  905273.99 ,"Российская Федерация, Амурская обл, г Благовещенск, СПУ-5"                                                                                                                                                                              ,"[[[[50.32682245220895, 127.53868863170662]]]]"
28:01:020002:276   ,   1163.0 ,  957883.71 ,"Амурская обл., г. Благовещенск, кв-л 529"                                                                                                                                                                                               ,"[[[[50.33817402318454, 127.57544068780618]]]]"
28:01:020002:158   ,    879.0 ,  724696.63 ,"Амурская область, г Благовещенск, кв-л 529"                                                                                                                                                                                             ,"[[[[50.33807504511499, 127.57506432154334]]]]"
28:01:020002:156   ,    874.0 ,  719085.24 ,"Амурская область, г Благовещенск, кв-л 529"                                                                                                                                                                                             ,"[[[[50.33835889745105, 127.57554292650597]]]]"
28:01:020002:153   ,    875.0 ,  721722.59 ,"Амурская область, г Благовещенск, кв-л 529"                                                                                                                                                                                             ,"[[[[50.33791701243552, 127.57543153871268]]]]"
28:01:020002:147   ,    891.0 ,  738402.55 ,"Амурская область, г Благовещенск, в квартале 529"                                                                                                                                                                                       ,"[[[[50.337063867953844, 127.57548348830586]]]]"
28:01:000000:11878 ,2426800.0 ,29728300.0  ,"Амурская область, г Благовещенск"                                                                                                                                                                                                       ,"[[[[50.30050533867461, 127.46853259552816]]]]"
28:01:000000:11401 ,   1544.0 ,  555361.16 ,"Амурская область, г Благовещенск, с/т Преображенское"", район Игнатьевского склона"                                                                                                                                                     ,"[[[[50.30011497977442, 127.48585927513193]]]]"
28:01:000000:10914 ,          ,            ,                                                                                                                                                                                                                                         ,[]
28:01:000000:10418 ,    600.0 ,  367742.99 ,"Амурская область, г Благовещенск, с/т ""Дубрава"" УКГБ по Амурской обл., на 7 км. Игнатьевского шоссе"                                                                                                                                  ,[]
